precinct,year,category,incident_count
33,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,2
33,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,2
33,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,2
34,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,8
34,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,7
34,2002,MURDER & NON NEGL. MANSLAUGHTER                                ,7
34,2003,MURDER & NON NEGL. MANSLAUGHTER                                ,9
34,2004,MURDER & NON NEGL. MANSLAUGHTER                                ,5
34,2005,MURDER & NON NEGL. MANSLAUGHTER                                ,10
34,2006,MURDER & NON NEGL. MANSLAUGHTER                                ,10
34,2007,MURDER & NON NEGL. MANSLAUGHTER                                ,1
34,2008,MURDER & NON NEGL. MANSLAUGHTER                                ,3
34,2009,MURDER & NON NEGL. MANSLAUGHTER                                ,2
34,2010,MURDER & NON NEGL. MANSLAUGHTER                                ,4
34,2011,MURDER & NON NEGL. MANSLAUGHTER                                ,8
34,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,5
34,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,1
34,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,1
40,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,13
40,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,27
40,2002,MURDER & NON NEGL. MANSLAUGHTER                                ,16
40,2003,MURDER & NON NEGL. MANSLAUGHTER                                ,16
40,2004,MURDER & NON NEGL. MANSLAUGHTER                                ,8
40,2005,MURDER & NON NEGL. MANSLAUGHTER                                ,10
40,2006,MURDER & NON NEGL. MANSLAUGHTER                                ,14
40,2007,MURDER & NON NEGL. MANSLAUGHTER                                ,14
40,2008,MURDER & NON NEGL. MANSLAUGHTER                                ,15
40,2009,MURDER & NON NEGL. MANSLAUGHTER                                ,14
40,2010,MURDER & NON NEGL. MANSLAUGHTER                                ,14
40,2011,MURDER & NON NEGL. MANSLAUGHTER                                ,21
40,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,12
40,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,8
40,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,7
41,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,5
41,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,12
41,2002,MURDER & NON NEGL. MANSLAUGHTER                                ,7
41,2003,MURDER & NON NEGL. MANSLAUGHTER                                ,6
41,2004,MURDER & NON NEGL. MANSLAUGHTER                                ,4
41,2005,MURDER & NON NEGL. MANSLAUGHTER                                ,10
41,2006,MURDER & NON NEGL. MANSLAUGHTER                                ,14
41,2007,MURDER & NON NEGL. MANSLAUGHTER                                ,8
41,2008,MURDER & NON NEGL. MANSLAUGHTER                                ,3
41,2009,MURDER & NON NEGL. MANSLAUGHTER                                ,6
41,2010,MURDER & NON NEGL. MANSLAUGHTER                                ,5
41,2011,MURDER & NON NEGL. MANSLAUGHTER                                ,5
41,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,8
41,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,2
41,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,4
42,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,12
42,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,18
42,2002,MURDER & NON NEGL. MANSLAUGHTER                                ,18
42,2003,MURDER & NON NEGL. MANSLAUGHTER                                ,10
42,2004,MURDER & NON NEGL. MANSLAUGHTER                                ,10
42,2005,MURDER & NON NEGL. MANSLAUGHTER                                ,7
42,2006,MURDER & NON NEGL. MANSLAUGHTER                                ,17
42,2007,MURDER & NON NEGL. MANSLAUGHTER                                ,8
42,2008,MURDER & NON NEGL. MANSLAUGHTER                                ,14
42,2009,MURDER & NON NEGL. MANSLAUGHTER                                ,15
42,2010,MURDER & NON NEGL. MANSLAUGHTER                                ,13
42,2011,MURDER & NON NEGL. MANSLAUGHTER                                ,10
42,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,8
42,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,12
42,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,5
43,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,16
43,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,14
43,2002,MURDER & NON NEGL. MANSLAUGHTER                                ,28
43,2003,MURDER & NON NEGL. MANSLAUGHTER                                ,10
43,2004,MURDER & NON NEGL. MANSLAUGHTER                                ,15
43,2005,MURDER & NON NEGL. MANSLAUGHTER                                ,14
43,2006,MURDER & NON NEGL. MANSLAUGHTER                                ,12
43,2007,MURDER & NON NEGL. MANSLAUGHTER                                ,6
43,2008,MURDER & NON NEGL. MANSLAUGHTER                                ,13
43,2009,MURDER & NON NEGL. MANSLAUGHTER                                ,13
43,2010,MURDER & NON NEGL. MANSLAUGHTER                                ,14
43,2011,MURDER & NON NEGL. MANSLAUGHTER                                ,19
43,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,18
43,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,9
43,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,9
44,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,25
44,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,30
44,2002,MURDER & NON NEGL. MANSLAUGHTER                                ,26
44,2003,MURDER & NON NEGL. MANSLAUGHTER                                ,23
44,2004,MURDER & NON NEGL. MANSLAUGHTER                                ,17
44,2005,MURDER & NON NEGL. MANSLAUGHTER                                ,16
44,2006,MURDER & NON NEGL. MANSLAUGHTER                                ,13
44,2007,MURDER & NON NEGL. MANSLAUGHTER                                ,21
44,2008,MURDER & NON NEGL. MANSLAUGHTER                                ,20
44,2009,MURDER & NON NEGL. MANSLAUGHTER                                ,11
44,2010,MURDER & NON NEGL. MANSLAUGHTER                                ,14
44,2011,MURDER & NON NEGL. MANSLAUGHTER                                ,19
44,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,8
44,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,9
44,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,15
45,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,7
45,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,5
45,2002,MURDER & NON NEGL. MANSLAUGHTER                                ,3
45,2003,MURDER & NON NEGL. MANSLAUGHTER                                ,4
45,2004,MURDER & NON NEGL. MANSLAUGHTER                                ,7
45,2005,MURDER & NON NEGL. MANSLAUGHTER                                ,4
45,2006,MURDER & NON NEGL. MANSLAUGHTER                                ,4
45,2007,MURDER & NON NEGL. MANSLAUGHTER                                ,6
45,2008,MURDER & NON NEGL. MANSLAUGHTER                                ,4
45,2009,MURDER & NON NEGL. MANSLAUGHTER                                ,1
45,2010,MURDER & NON NEGL. MANSLAUGHTER                                ,1
45,2011,MURDER & NON NEGL. MANSLAUGHTER                                ,6
45,2012,MURDER & NON NEGL. MANSLAUGHTER                                ,2
45,2013,MURDER & NON NEGL. MANSLAUGHTER                                ,5
45,2014,MURDER & NON NEGL. MANSLAUGHTER                                ,0
46,2000,MURDER & NON NEGL. MANSLAUGHTER                                ,23
46,2001,MURDER & NON NEGL. MANSLAUGHTER                                ,19
